[4/17/23 12:57AM] Login. ip: 24.147.0.90, mac: L9PDKW00065440A20230221220256.000000-300, uuid: AC-12-03-A5-1C-2A	
[4/17/23 12:58AM] Login. ip: 24.147.0.90, mac: L9PDKW00065440A20230221220256.000000-300, uuid: AC-12-03-A5-1C-2A	
[4/17/23 12:59AM] Login. ip: 24.147.0.90, mac: L9PDKW00065440A20230221220256.000000-300, uuid: AC-12-03-A5-1C-2A	
[4/17/23 01:00AM] Login. ip: 24.147.0.90, mac: L9PDKW00065440A20230221220256.000000-300, uuid: AC-12-03-A5-1C-2A	
[4/17/23 01:00AM] Login. ip: 24.147.0.90, mac: L9PDKW00065440A20230221220256.000000-300, uuid: AC-12-03-A5-1C-2A	
[4/17/23 01:01AM] PROGRESSION_ZONES|3037,10280,0|Said: Yoo 	
[4/17/23 01:01AM] (CC) Help. Said: Yooo 	
[4/17/23 01:02AM] (CC) Help. Said: Hey ruthie :) 	
[4/17/23 01:02AM] (CC) Help. Said: K doin it now	
[4/17/23 01:04AM] VBOSS|2980,2771,0|Said: There we go :) 	
[4/17/23 01:11AM] Picked up gr.Item $1 Scroll, amount: 5	
[4/22/23 03:56AM] Redx12 received x1 Groudon Helm from Groudon!	
[4/22/23 04:06AM] Redx12 received x1 Groudon Helm from Groudon!	
[4/22/23 04:16AM] Player bought 10946 x 10 from Loonasee's pos shop for 495000 Billions	
[4/22/23 04:16AM] Player bought 10946 x 10 from Loonasee's pos shop for 495000 Billions	
[4/22/23 04:16AM] Player bought 10946 x 10 from Loonasee's pos shop for 495000 Billions	
[4/22/23 04:16AM] Player bought 10946 x 5 from Loonasee's pos shop for 247500 Billions	
[4/22/23 04:16AM] Player bought 10946 x 10 from Loonasee's pos shop for 495000 Billions	
[4/22/23 04:16AM] Player bought 10946 x 10 from Loonasee's pos shop for 495000 Billions	
[4/22/23 04:16AM] Player bought 10946 x 7 from Loonasee's pos shop for 346500 Billions	
[4/22/23 04:16AM] Player bought 10946 x 10 from Hellotittie's pos shop for 450000 Billions	
[4/22/23 04:17AM] Player bought 10946 x 1 from Hellotittie's pos shop for 45000 Billions	
[4/22/23 04:17AM] Player bought 10946 x 10 from Fishnoob's pos shop for 475000 Billions	
[4/22/23 04:17AM] Player bought 10946 x 1 from Fishnoob's pos shop for 47500 Billions	
[4/22/23 04:17AM] Player bought 10946 x 1 from Fishnoob's pos shop for 47500 Billions	
[4/22/23 04:17AM] Player bought 10946 x 1 from Fishnoob's pos shop for 47500 Billions	
[4/22/23 04:17AM] Player bought 10946 x 10 from Shady's pos shop for 500000 Billions	
[4/22/23 04:17AM] Player bought 10946 x 10 from Elven's pos shop for 500000 Billions	
[4/22/23 04:17AM] Player bought 10946 x 10 from Elven's pos shop for 500000 Billions	
[4/22/23 04:17AM] Player bought 10946 x 10 from Gizeh's pos shop for 500000 Billions	
[4/22/23 04:17AM] Player bought 10946 x 10 from Gizeh's pos shop for 500000 Billions	
[4/22/23 04:17AM] Player bought 10946 x 10 from Gizeh's pos shop for 500000 Billions	
[4/22/23 04:17AM] Player bought 10946 x 2 from Gizeh's pos shop for 100000 Billions	
[4/22/23 04:18AM] Player bought 10946 x 10 from Ronnie V2's pos shop for 500000 Billions	
[4/22/23 04:18AM] Player bought 10946 x 10 from Muffin's pos shop for 510000 Billions	
[4/22/23 04:18AM] Player bought 10946 x 10 from Muffin's pos shop for 510000 Billions	
[4/22/23 04:18AM] Player bought 10946 x 1 from Muffin's pos shop for 51000 Billions	
[4/22/23 04:18AM] Player bought 10946 x 2 from Muffin's pos shop for 102000 Billions	
[4/22/23 04:18AM] Player bought 10946 x 10 from Raynes 911's pos shop for 520000 Billions	
[4/22/23 04:18AM] Player bought 10946 x 5 from Raynes 911's pos shop for 260000 Billions	
[4/22/23 04:18AM] Player bought 23057 x 1 from Raynes 911's pos shop for 520000 Billions	
[4/22/23 04:19AM] Has just redeemed a $10 Bond successfully!	
[4/22/23 04:19AM] Has just redeemed a $1 Scroll successfully!	
[4/22/23 04:20AM] Player bought 10946 x 17 from Gekyume's pos shop for 935000 Billions	
[4/22/23 04:20AM] Redx12 received x1 Groudon Shield from Groudon!	
[4/22/23 04:21AM] Player bought 10946 x 10 from Razvy's pos shop for 540000 Billions	
[4/22/23 04:21AM] Player bought 10946 x 1 from Razvy's pos shop for 54000 Billions	
[4/22/23 04:22AM] Player bought 10946 x 2 from Razvy's pos shop for 108000 Billions	
[4/22/23 04:22AM] Redx12 received x1 Groudon Staff from Groudon!	
[4/22/23 04:23AM] Redx12 received x1 Groudon Helm from Groudon!	
[4/22/23 04:24AM] Redx12 received x1 Groudon Body from Groudon!	
[4/22/23 04:26AM] Redx12 received x1 Groudon Legs from Groudon!	
[4/22/23 04:27AM] Redx12 received x1 Groudon Legs from Groudon!	
[4/22/23 04:27AM] Player bought 10946 x 10 from Serenity's pos shop for 500000 Billions	
[4/22/23 04:27AM] Player bought 10946 x 10 from Serenity's pos shop for 500000 Billions	
[4/22/23 04:27AM] Has just redeemed a $1 Scroll successfully!	
[4/22/23 04:36AM] Has just redeemed a $1 Scroll successfully!	
[4/22/23 04:39AM] Redx12 received x1 Groudon Boots from Groudon!	
[4/22/23 04:40AM] Redx12 received x1 Groudon Aura from Groudon!	
[4/22/23 04:54AM] Redx12 received x1 Groudon Body from Groudon!	
[4/22/23 05:21AM] Redx12 received x1 Onyx Legs from Onyx Griffin!	
[4/22/23 05:27AM] Redx12 received x1 Onyx Helm from Onyx Griffin!	
[4/22/23 05:30AM] Redx12 received x1 Onyx Body from Onyx Griffin!	
[4/22/23 05:30AM] Redx12 received x1 Onyx Legs from Onyx Griffin!	
[4/22/23 05:36AM] Has just redeemed a $10 Bond successfully!	
[4/22/23 05:36AM] Has just redeemed a $10 Bond successfully!	
[4/22/23 05:36AM] Has just redeemed a $1 Scroll successfully!	
[4/22/23 05:47AM] Redx12 received x1 Onyx Body from Onyx Griffin!	
[4/22/23 05:54AM] Has just redeemed a $1 Scroll successfully!	
[4/22/23 06:02AM] Redx12 received x1 Groudon Helm from Groudon!	
[4/22/23 06:05AM] Redx12 received x1 Onyx Legs from Onyx Griffin!	
[4/22/23 06:08AM] Redx12 received x1 Onyx Body from Onyx Griffin!	
[4/22/23 06:21AM] Redx12 received x1 Onyx Body from Onyx Griffin!	
[4/22/23 06:28AM] Player sold 13640 x 2 to Duke for 1000000 Billions in their pos shop	
[4/22/23 06:32AM] Redx12 received x1 Onyx Body from Onyx Griffin!	
[4/22/23 06:34AM] GLOBAL_BOSS|2139,5018,12|Said: Woopsies 	
[4/22/23 06:35AM] Has just redeemed a $1 Scroll successfully!	
[4/22/23 06:37AM] Played claimed 1000K Billions from pos	
[4/22/23 06:43AM] Redx12 received x1 Onyx Body from Onyx Griffin!	
[4/22/23 06:55AM] Redx12 received x1 Rune platebody (h2) from Onyx Griffin!	
[4/22/23 06:57AM] Has just redeemed a $25 Bond successfully!	
[4/22/23 06:57AM] Redx12 received x1 Onyx Body from Onyx Griffin!	
[4/22/23 07:01AM] Redx12 received x1 Charybde Helm from Charybdis!	
[4/22/23 07:09AM] Redx12 received x1 Charybde Legs from Charybdis!	
[4/22/23 07:37AM] Has just redeemed a $1 Scroll successfully!	
[4/22/23 07:53AM] Redx12 received x1 Death Box from Slender Man!	
[4/22/23 08:36AM] Has just redeemed a $1 Scroll successfully!	
[4/22/23 08:36AM] Has just redeemed a $25 Bond successfully!	
[4/22/23 08:36AM] Has just redeemed a $25 Bond successfully!	
[4/22/23 08:37AM] Player bought 10946 x 5 from Ascaris's pos shop for 295000 Billions	
[4/22/23 08:37AM] Player bought 10946 x 1 from Ascaris's pos shop for 59000 Billions	
[4/22/23 08:37AM] Player bought 10946 x 10 from Forest's pos shop for 590000 Billions	
[4/22/23 08:37AM] Player bought 10946 x 10 from Forest's pos shop for 590000 Billions	
[4/22/23 08:37AM] Player bought 10946 x 10 from Forest's pos shop for 590000 Billions	
[4/22/23 08:37AM] Player bought 10946 x 10 from Forest's pos shop for 590000 Billions	
[4/22/23 08:37AM] Player bought 10946 x 10 from Forest's pos shop for 590000 Billions	
[4/22/23 08:37AM] Player bought 10946 x 10 from Forest's pos shop for 590000 Billions	
[4/22/23 08:38AM] Player bought 10946 x 5 from Forest's pos shop for 295000 Billions	
[4/22/23 08:38AM] Player bought 10946 x 10 from Forest's pos shop for 590000 Billions	
[4/22/23 08:38AM] Player bought 10946 x 5 from Forest's pos shop for 295000 Billions	
[4/22/23 08:38AM] Player bought 10946 x 1 from Jordu's pos shop for 59000 Billions	
[4/22/23 08:38AM] Player bought 10946 x 5 from Freddie's pos shop for 300000 Billions	
[4/22/23 08:38AM] Has just redeemed a $1 Scroll successfully!	
[4/22/23 08:38AM] Has just redeemed a $1 Scroll successfully!	
[4/22/23 08:51AM] Redx12 received x1 Miner gauntlets (adamant) from Ezkel-Nojad!	
[4/22/23 08:55AM] Redx12 received x1 Charybde Helm from Charybdis!	
[4/22/23 09:03AM] Redx12 received x1 Prosperous prayer scroll from Final Boss Veigar!	
[4/22/23 09:04AM] GLOBAL_BOSS|2138,5012,8|Said: Ty	
[4/22/23 09:04AM] GLOBAL_BOSS|2138,5012,8|Said: 4m	
[4/22/23 09:08AM] Redx12 received x1 Charybde Body from Charybdis!	
[4/22/23 09:27AM] Gave item in trade to Oblivion. Id: 23170, amount: 1	
[4/22/23 09:27AM] Receiving item from trade with Oblivion Id: 10835, amount: 2552608	
[4/22/23 09:27AM] DEFAULT|2220,3746,0|Said: Ty	
[4/22/23 09:35AM] Has just redeemed a $25 Bond successfully!	
[4/22/23 09:35AM] Has just redeemed a $25 Bond successfully!	
[4/22/23 09:56AM] (CC) Help. Said: Np	
[4/22/23 09:56AM] Redx12 received x1 Charybde Body from Charybdis!	
[4/22/23 10:02AM] Has just redeemed a $1 Scroll successfully!	
[4/22/23 10:35AM] Has just redeemed a $1 Scroll successfully!	
[4/22/23 10:40AM] Has just redeemed a $10 Bond successfully!	
[4/22/23 10:40AM] Has just redeemed a $10 Bond successfully!	
[4/22/23 10:40AM] Has just redeemed a $1 Scroll successfully!	
[4/22/23 11:07AM] Player bought 15355 x 1 from Vetbrazil's pos shop for 400000 Billions	
[4/22/23 11:09AM] Player bought 15355 x 5 from Vetbrazil's pos shop for 2000000 Billions	
[4/22/23 11:35AM] Has just redeemed a $1 Scroll successfully!	
[4/22/23 11:37AM] Redx12 received x1 Charybde Legs from Charybdis!	
[4/22/23 11:55AM] Redx12 received x1 Charybde Helm from Charybdis!	
[4/22/23 11:59AM] Has just redeemed a $1 Scroll successfully!	
[4/22/23 12:06PM] Redx12 received x1 Charybde Legs from Charybdis!	
[4/22/23 12:15PM] Has just redeemed a $25 Bond successfully!	
[4/22/23 12:15PM] Has just redeemed a $25 Bond successfully!	
[4/22/23 12:15PM] Has just redeemed a $25 Bond successfully!	
[4/22/23 12:15PM] Has just redeemed a $10 Bond successfully!	
[4/22/23 12:15PM] Has just redeemed a $10 Bond successfully!	
[4/22/23 12:15PM] Has just redeemed a $1 Scroll successfully!	
[4/22/23 12:35PM] Has just redeemed a $1 Scroll successfully!	
[4/22/23 12:39PM] Redx12 received x1 Miner gauntlets (iron) from Charybdis!	
[4/22/23 12:54PM] Redx12 received x1 Charybde Ring from Charybdis!	
[4/22/23 01:25PM] Player bought 15355 x 1 from Vetbrazil's pos shop for 400000 Billions	
[4/22/23 01:26PM] Redx12 received x1 Charybde Helm from Charybdis!	
[4/22/23 01:29PM] Redx12 received x1 Charybde Legs from Charybdis!	
[4/22/23 01:31PM] Has just redeemed a $1 Scroll successfully!	
[4/22/23 01:34PM] (CC) Help. Said: Ill give you yasuda legs for helm and shini boots	
[4/22/23 01:35PM] GLOBAL_BOSS|2139,5018,12|Said: Ill give u the yasuda legs and shiny boots for head	
[4/22/23 01:35PM] GLOBAL_BOSS|2139,5018,12|Said: Shini 	
[4/22/23 01:36PM] (CC) Help. Said: Yasuda legs and shini legs for head bro 	
[4/22/23 01:36PM] GLOBAL_BOSS|2137,5018,12|Said: Bro 	
[4/22/23 01:37PM] GLOBAL_BOSS|2134,5019,12|Said: Yasuda legs and shini boots	
[4/22/23 01:37PM] GLOBAL_BOSS|2134,5019,12|Said: An 6m 	
[4/22/23 01:37PM] Gave item in trade to Bully. Id: 3473, amount: 1	
[4/22/23 01:37PM] Gave item in trade to Bully. Id: 13332, amount: 1	
[4/22/23 01:37PM] Gave item in trade to Bully. Id: 10835, amount: 6247899	
[4/22/23 01:37PM] Receiving item from trade with Bully Id: 14190, amount: 1	
[4/22/23 01:51PM] Redx12 received x1 Miner gauntlets (iron) from Charybdis!	
[4/22/23 01:59PM] Has just redeemed a $10 Bond successfully!	
[4/22/23 02:05PM] Redx12 received x1 Miner gauntlets (iron) from Charybdis!	
[4/22/23 02:28PM] Has just redeemed a $25 Bond successfully!	
[4/22/23 02:29PM] Redx12 received x1 Gold Legs from Golden Golem!	
[4/22/23 02:30PM] Redx12 received x1 Gold Body from Golden Golem!	
[4/22/23 02:36PM] Has just redeemed a $1 Scroll successfully!	
[4/22/23 02:37PM] (CC) Help. Said: 10m	
[4/22/23 02:37PM] (CC) Help. Said: 20m	
[4/22/23 02:37PM] (CC) Help. Said: 30m	
[4/22/23 02:38PM] (CC) Help. Said: 100m	
[4/22/23 02:38PM] (CC) Help. Said: 90m	
[4/22/23 02:38PM] Redx12 received x1 Groudon Staff from Groudon!	
[4/22/23 02:38PM] (CC) Help. Said: Wep crystal	
[4/22/23 02:38PM] Redx12 received x1 Groudon Helm from Groudon!	
[4/22/23 02:39PM] (CC) Help. Said: 200k	
[4/22/23 02:39PM] (CC) Help. Said: 500k	
[4/22/23 02:42PM] Redx12 received x1 Groudon Shield from Groudon!	
[4/22/23 02:42PM] Redx12 received x1 Groudon Shield from Groudon!	
[4/22/23 02:44PM] Redx12 received x1 Groudon Aura from Groudon!	
[4/22/23 02:50PM] Redx12 received x1 Gladiator Boots from Ezkel-Nojad!	
[4/22/23 02:56PM] Gave item in trade to Ruthie. Id: 15005, amount: 1	
[4/22/23 02:56PM] Gave item in trade to Ruthie. Id: 15006, amount: 1	
[4/22/23 02:56PM] Gave item in trade to Ruthie. Id: 15008, amount: 1	
[4/22/23 02:56PM] Gave item in trade to Ruthie. Id: 15007, amount: 1	
[4/22/23 02:56PM] Gave item in trade to Ruthie. Id: 15201, amount: 1	
[4/22/23 03:20PM] Redx12 received x1 Antique Legs from Avalon!	
[4/22/23 03:20PM] Redx12 received x1 Antique Gloves from Avalon!	
[4/22/23 03:23PM] Has just redeemed a $1 Scroll successfully!	
[4/22/23 03:26PM] Redx12 received x1 Antique Body from Avalon!	
[4/22/23 03:26PM] Redx12 received x1 Antique Helm from Avalon!	
[4/22/23 03:27PM] Has just redeemed a $1 Scroll successfully!	
[4/22/23 03:35PM] Redx12 received x1 Maze Cape from Maze Guardian!	
[4/22/23 03:36PM] Redx12 received x1 Maze Body from Maze Guardian!	
[4/22/23 03:38PM] Has just redeemed a $1 Scroll successfully!	
[4/22/23 03:40PM] Redx12 received x1 Unknown Cape from Miscreation!	
[4/22/23 03:42PM] Redx12 received x1 Unknown Legs from Miscreation!	
[4/22/23 03:44PM] Redx12 received x1 Unknown Cape from Miscreation!	
[4/22/23 03:46PM] Redx12 received x1 Unknown Helm from Miscreation!	
[4/22/23 03:47PM] Redx12 received x1 Unknown Legs from Miscreation!	
[4/22/23 03:48PM] Redx12 received x1 Unknown Mace from Miscreation!	
[4/22/23 03:51PM] Redx12 received x1 Unknown Mace from Miscreation!	
[4/22/23 03:51PM] Redx12 received x1 Unknown Gloves from Miscreation!	
[4/22/23 03:53PM] Redx12 received x1 Unknown Cape from Miscreation!	
[4/22/23 03:55PM] Redx12 received x1 Unknown Body from Miscreation!	
[4/22/23 03:55PM] Redx12 received x1 Unknown Gloves from Miscreation!	
[4/22/23 03:56PM] Redx12 received x1 Unknown Helm from Miscreation!	
[4/22/23 03:56PM] Has just redeemed a $1 Scroll successfully!	
[4/22/23 03:59PM] Redx12 received x1 Titan Body from Avatar Titan!	
[4/22/23 03:59PM] Redx12 received x1 Titan Helm from Avatar Titan!	
[4/22/23 04:00PM] Redx12 received x1 Titan Chaps from Avatar Titan!	
[4/22/23 04:01PM] Has just redeemed a $1 Scroll successfully!	
[4/22/23 04:02PM] Redx12 received x1 Godly Body from Death God!	
[4/22/23 04:02PM] Redx12 received x1 Godly Cape from Death God!	
[4/22/23 04:02PM] Redx12 received x1 Godly Helm from Death God!	
[4/22/23 04:06PM] Redx12 received x1 Godly Cape from Death God!	
[4/22/23 04:07PM] Redx12 received x1 Godly Legs from Death God!	
[4/22/23 04:08PM] Redx12 received x1 Godly Legs from Death God!	
[4/22/23 04:08PM] Redx12 received x1 Godly Boots from Death God!	
[4/22/23 04:10PM] Redx12 received x1 Godly Cape from Death God!	
[4/22/23 04:11PM] Redx12 received x1 Godly Body from Death God!	
[4/22/23 04:12PM] Redx12 received x1 Godly Legs from Death God!	
[4/22/23 04:12PM] Redx12 received x1 Godly Gloves from Death God!	
[4/22/23 04:12PM] Redx12 received x1 Godly Body from Death God!	
[4/22/23 04:14PM] Redx12 received x1 Godly Cape from Death God!	
[4/22/23 04:15PM] Redx12 received x1 Godly Helm from Death God!	
[4/22/23 04:20PM] Redx12 received x1 Godly Bow from Death God!	
[4/22/23 04:28PM] Redx12 received x1 Gold Boots from Golden Golem!	
[4/22/23 04:28PM] Redx12 received x1 Gold Helm from Golden Golem!	
[4/22/23 04:29PM] Has just redeemed a $1 Scroll successfully!	
[4/22/23 04:35PM] Has just redeemed a $1 Scroll successfully!	
[4/22/23 04:38PM] Has just redeemed a $1 Scroll successfully!	
[4/22/23 04:39PM] Player bought 10946 x 5 from Freddie's pos shop for 300000 Billions	
[4/22/23 04:39PM] Player bought 10946 x 10 from Hc Don's pos shop for 600000 Billions	
[4/22/23 04:39PM] Player bought 10946 x 10 from Hc Don's pos shop for 600000 Billions	
[4/22/23 04:39PM] Player bought 10946 x 10 from Hc Don's pos shop for 600000 Billions	
[4/22/23 04:39PM] Player bought 10946 x 10 from Hc Don's pos shop for 600000 Billions	
[4/22/23 04:39PM] Player bought 10946 x 10 from Hc Don's pos shop for 600000 Billions	
[4/22/23 04:40PM] Player bought 10946 x 1 from Hc Don's pos shop for 60000 Billions	
[4/22/23 04:40PM] Has just redeemed a $1 Scroll successfully!	
[4/22/23 04:59PM] Redx12 received x1 Gladiator Boots from Ezkel-Nojad!	
[4/22/23 05:11PM] Redx12 received x1 Gladiator Legs from Ezkel-Nojad!	
[4/22/23 05:18PM] Player bought 10946 x 10 from Hc Don's pos shop for 600000 Billions	
[4/22/23 05:19PM] Player bought 10946 x 5 from Vaflius's pos shop for 300000 Billions	
[4/22/23 05:19PM] Player bought 10946 x 2 from Vaflius's pos shop for 120000 Billions	
[4/22/23 05:19PM] Player bought 10946 x 3 from Double P's pos shop for 180000 Billions	
[4/22/23 05:19PM] Has just redeemed a $1 Scroll successfully!	
[4/22/23 05:22PM] Player bought 15355 x 1 from Vetbrazil's pos shop for 400000 Billions	
[4/22/23 05:35PM] Has just redeemed a $1 Scroll successfully!	
[4/22/23 05:40PM] Redx12 received x1 Groudon Body from Groudon!	
[4/22/23 05:50PM] Redx12 received x1 Groudon Shield from Groudon!	
[4/22/23 05:51PM] Redx12 received x1 Groudon Body from Groudon!	
[4/22/23 05:54PM] Redx12 received x1 Groudon Aura from Groudon!	
[4/22/23 05:54PM] Redx12 received x1 Groudon Aura from Groudon!	
[4/22/23 05:54PM] Redx12 received x1 Groudon Legs from Groudon!	
[4/22/23 05:55PM] Redx12 received x1 Groudon Body from Groudon!	
[4/22/23 06:00PM] Redx12 received x1 Groudon Legs from Groudon!	
[4/22/23 06:02PM] Redx12 received x1 Groudon Boots from Groudon!	
[4/22/23 06:37PM] Has just redeemed a $25 Bond successfully!	
[4/22/23 06:37PM] Has just redeemed a $25 Bond successfully!	
[4/22/23 06:37PM] Has just redeemed a $1 Scroll successfully!	
[4/22/23 06:41PM] Redx12 received x1 Miner gauntlets (adamant) from Ezkel-Nojad!	
[4/22/23 06:52PM] Redx12 received x1 Black platebody (h4) from Groudon!	
[4/22/23 07:02PM] Redx12 received x1 Groudon Helm from Groudon!	
[4/22/23 07:07PM] Redx12 received x1 Groudon Aura from Groudon!	
[4/22/23 07:13PM] Redx12 received x1 Groudon Boots from Groudon!	
[4/22/23 07:28PM] Redx12 received x1 Groudon Shield from Groudon!	
[4/22/23 07:29PM] Redx12 received x1 Groudon Helm from Groudon!	
[4/22/23 07:34PM] GLOBAL_BOSS|2138,5015,12|Said: ?	
[4/22/23 07:34PM] GLOBAL_BOSS|2138,5015,12|Said: Gl	
[4/22/23 07:40PM] Has just redeemed a $1 Scroll successfully!	
[4/22/23 07:44PM] Has just redeemed a $1 Scroll successfully!	
[4/22/23 07:47PM] Redx12 received x1 Groudon Boots from Groudon!	
[4/22/23 07:47PM] Redx12 received x1 Groudon Shield from Groudon!	
[4/22/23 07:49PM] Redx12 received x1 Groudon Helm from Groudon!	
[4/22/23 07:51PM] Redx12 received x1 Groudon Shield from Groudon!	
[4/22/23 07:56PM] Redx12 received x1 Groudon Helm from Groudon!	
[4/23/23 06:47AM] Login. ip: 24.147.0.90, mac: L9PDKW00065440A20230221220256.000000-300, uuid: AC-12-03-A5-1C-2A	
[4/23/23 07:05AM] Has just redeemed a $1 Scroll successfully!	
[4/23/23 07:05AM] Has just redeemed a $25 Bond successfully!	
[4/23/23 07:44AM] Redx12 received x1 Fazula Book from Queen Fazula!	
[4/23/23 08:05AM] Has just redeemed a $1 Scroll successfully!	
[4/23/23 08:05AM] Has just redeemed a $25 Bond successfully!	
[4/23/23 08:07AM] Has just redeemed a $1 Scroll successfully!	
[4/23/23 08:09AM] VBOSS|2980,2766,0|Said: Mann	
[4/23/23 08:09AM] VBOSS|2980,2766,0|Said: Shhh	
[4/23/23 08:20AM] Player bought 10946 x 10 from Muscularity's pos shop for 690000 Billions	
[4/23/23 08:20AM] Player bought 10946 x 10 from Malevolent's pos shop for 700000 Billions	
[4/23/23 08:20AM] Player bought 10946 x 3 from Malevolent's pos shop for 210000 Billions	
[4/23/23 08:20AM] Player bought 10946 x 1 from Monkazer's pos shop for 75000 Billions	
[4/23/23 08:21AM] Player bought 10946 x 10 from Ruthie's pos shop for 1000000 Billions	
[4/23/23 08:21AM] Player bought 10946 x 10 from Ruthie's pos shop for 1000000 Billions	
[4/23/23 08:21AM] Player bought 10946 x 2 from Ruthie's pos shop for 200000 Billions	
[4/23/23 08:21AM] Has just redeemed a $1 Scroll successfully!	
[4/23/23 08:53AM] Gave item in trade to Kabal. Id: 8829, amount: 1	
[4/23/23 08:53AM] Gave item in trade to Kabal. Id: 8833, amount: 1	
[4/23/23 08:55AM] Redx12 received x20 Counter Token from Black Goku!	
[4/23/23 09:01AM] Player bought 10946 x 1 from Icy's pos shop for 60000 Billions	
[4/23/23 09:02AM] Has just redeemed a $1 Scroll successfully!	
[4/23/23 09:24AM] Gave item in trade to Wizzy. Id: 13640, amount: 1	
[4/23/23 09:36AM] Login. ip: 24.147.0.90, mac: L9PDKW00065440A20230221220256.000000-300, uuid: AC-12-03-A5-1C-2A	
[4/23/23 09:38AM] Has just redeemed a $25 Bond successfully!	
[4/23/23 09:38AM] Has just redeemed a $1 Scroll successfully!	
[4/23/23 09:38AM] Has just redeemed a $1 Scroll successfully!	
[4/23/23 09:39AM] Has just redeemed a $1 Scroll successfully!	
[4/23/23 09:44AM] Has just redeemed a $1 Scroll successfully!	
[4/23/23 09:50AM] Login. ip: 24.147.0.90, mac: L9PDKW00065440A20230221220256.000000-300, uuid: AC-12-03-A5-1C-2A	
[4/23/23 09:54AM] Login. ip: 24.147.0.90, mac: L9PDKW00065440A20230221220256.000000-300, uuid: AC-12-03-A5-1C-2A	
[4/23/23 09:56AM] Has just redeemed a $1 Scroll successfully!	
[4/23/23 09:59AM] Player bought 10946 x 2 from Gon To Kill's pos shop for 120000 Billions	
[4/23/23 09:59AM] Player bought 10946 x 10 from Gizeh's pos shop for 600000 Billions	
[4/23/23 09:59AM] Player bought 10946 x 10 from Bigsmasher's pos shop for 600000 Billions	
[4/23/23 09:59AM] Player bought 10946 x 7 from Bigsmasher's pos shop for 420000 Billions	
[4/23/23 09:59AM] Redx12 received x20 Counter Token from Black Goku!	
[4/23/23 09:59AM] Player bought 10946 x 10 from Bulba's pos shop for 750000 Billions	
[4/23/23 09:59AM] Player bought 10946 x 10 from Bulba's pos shop for 750000 Billions	
[4/23/23 09:59AM] Player bought 10946 x 5 from Bulba's pos shop for 375000 Billions	
[4/23/23 09:59AM] Has just redeemed a $1 Scroll successfully!	
[4/23/23 11:52AM] Redx12 received x10 Counter Token from Black Goku!	
[4/23/23 11:59AM] Login. ip: 24.147.0.90, mac: L9PDKW00065440A20230221220256.000000-300, uuid: AC-12-03-A5-1C-2A	
[4/23/23 12:05PM] VBOSS|2977,2784,0|Said: :meruem	
[4/23/23 12:14PM] Redx12 received x10 Counter Token from Black Goku!	
[4/23/23 12:23PM] Redx12 received x20 Counter Token from Black Goku!	
[4/23/23 12:23PM] Redx12 received x10 Counter Token from Black Goku!	
[4/23/23 12:26PM] Redx12 received x1 Solar Staff from Sanctum Golem!	
[4/23/23 12:27PM] Redx12 received x1 Solar Staff from Sanctum Golem!	
[4/23/23 12:28PM] Redx12 received x1 Solar Robe Bottom from Sanctum Golem!	
[4/23/23 12:28PM] Redx12 received x1 Solar Staff from Sanctum Golem!	
[4/23/23 12:31PM] Login. ip: 24.147.0.90, mac: L9PDKW00065440A20230221220256.000000-300, uuid: AC-12-03-A5-1C-2A	
[4/23/23 12:36PM] Has just redeemed a $1 Scroll successfully!	
[4/23/23 12:36PM] Has just redeemed a $10 Bond successfully!	
[4/23/23 12:36PM] Has just redeemed a $10 Bond successfully!	
[4/23/23 12:37PM] Has just redeemed a $25 Bond successfully!	
[4/23/23 12:37PM] Has just redeemed a $25 Bond successfully!	
[4/23/23 12:37PM] Has just redeemed a $25 Bond successfully!	
[4/23/23 12:37PM] Redx12 received x1 Solar Staff from Sanctum Golem!	
[4/23/23 12:40PM] Redx12 received x1 Solar Hood from Sanctum Golem!	
[4/23/23 12:47PM] Redx12 received x1 Gladiator Helm from Ezkel-Nojad!	
[4/26/23 12:58AM] (CC) Help. Said: Yee :) 	
[4/26/23 12:58AM] (CC) Help. Said: Except vote boss, vote after update everyone k3	
[4/26/23 12:59AM] (CC) Help. Said: :o	
[4/26/23 12:59AM] (CC) Help. Said: Ty alex	
[4/26/23 12:59AM] (CC) Help. Said: Everyone vote!!! woo!	
